"Id" "parto" "ap" "cr" "cc" "ppd" "ano" "epoca" "edad"
"2339" "3634" 5 7 "CR2" 4.178571 10.18 2012 "A" 89
"2340" "3636" 1 3 "CR4" 3.583333 8.93 2007 "D" 38
"2341" "3636" 2 4 "CR4" 3.375 12.17 2009 "A" 53
"2342" "3636" 3 5 "CR4" 3.625 9.54 2010 "A" 67
"2343" "3636" 4 6 "CR4" 3.55 9.45 2011 "B" 80
"2344" "3637" 1 3 "CR3" 3.375 6.62 2008 "B" 44
"2345" "3638" 1 3 "CR2" 3.333333 7.07 2007 "D" 39
"2346" "3639" 1 3 "CR2" 3.666667 7.46 2007 "D" 39
"2347" "3641" 1 3 "CR2" 3.5 6.66 2007 "D" 39
"2348" "3646" 1 3 "CR4" 3.416667 10.05 2007 "D" 37
"2349" "3646" 2 4 "CR4" 3.5 11.05 2008 "D" 51
"2350" "3646" 3 5 "CR4" 3 11.57 2009 "D" 62
"2351" "3646" 4 6 "CR4" 3.5625 12.65 2011 "A" 76
"2352" "3646" 5 7 "CR4" 3.535714 10.46 2012 "A" 87
"2353" "3647" 1 3 "CR2" 3.583333 9.75 2007 "D" 38
"2354" "3647" 2 4 "CR2" 3.75 13.73 2009 "A" 52
"2355" "3647" 3 5 "CR2" 3.75 12.41 2010 "A" 63
"2356" "3647" 4 6 "CR2" 3.75 12.77 2011 "B" 79
"2357" "3650" 1 3 "CR4" 3.5 8.65 2008 "A" 40
"2358" "3651" 1 3 "CR4" 3.375 6.41 2008 "C" 46
"2359" "3652" 1 3 "CR2" 3.583333 10.02 2007 "D" 36
"2360" "3652" 2 4 "CR2" 4 16.86 2008 "D" 49
"2361" "3652" 3 5 "CR2" 3.833333 14.98 2009 "D" 61
"2362" "3652" 4 6 "CR2" 3.791667 15.13 2011 "A" 75
"2363" "3654" 1 3 "CR2" 3.583333 10.03 2007 "D" 37
"2364" "3654" 2 4 "CR2" 4.083333 13.24 2009 "C" 56
"2365" "3654" 3 5 "CR2" 4 12.75 2010 "D" 72
"2366" "3654" 4 6 "CR2" 3.75 14.68 2011 "C" 83
"2367" "3655" 1 3 "CR2" 3.5 9.77 2008 "C" 46
"2368" "3655" 2 4 "CR2" 3.5 8.38 2009 "C" 57
"2369" "3655" 3 5 "CR2" 3.75 11.66 2010 "C" 71
"2370" "3656" 1 2 "CR2" 3.583333 7.52 2007 "C" 34
"2371" "3658" 1 3 "CR4" 3.25 8.3 2008 "C" 46
"2372" "3658" 2 4 "CR4" 3.25 8.02 2009 "C" 57
"2373" "3658" 3 5 "CR4" 3.041667 7.7 2010 "D" 71
"2374" "3659" 1 3 "CR4" 2.75 4.39 2008 "B" 43
"2375" "3660" 1 3 "CR2" 3.75 8.35 2007 "D" 37
"2376" "3660" 2 4 "CR2" 3.875 10.53 2008 "D" 49
"2377" "3660" 3 5 "CR2" 4 12.84 2009 "D" 62
"2378" "3660" 4 6 "CR2" 4.0625 9.74 2010 "D" 73
"2379" "3660" 5 7 "CR2" 4.025 10.04 2011 "D" 84
"2380" "3661" 1 3 "CR2" 3.625 9.05 2008 "A" 39
"2381" "3661" 2 4 "CR2" 3.583333 12.71 2009 "B" 55
"2382" "3661" 3 5 "CR2" 3.8125 13.4 2010 "C" 69
"2383" "3661" 4 6 "CR2" 3.979167 11.95 2011 "D" 84
"2384" "3662" 1 2 "CR2" 3.5 11.71 2007 "C" 32
"2385" "3662" 2 3 "CR2" 3.5 14.94 2008 "B" 44
"2386" "3662" 3 4 "CR2" 3.916667 16.28 2009 "C" 56
"2387" "3662" 4 6 "CR2" 3.5625 22.15 2010 "D" 73
"2388" "3662" 5 7 "CR2" 3.21875 17.44 2011 "D" 84
"2389" "3664" 1 3 "CR2" 2.875 2 2008 "A" 39
"2390" "3667" 1 3 "CR2" 3.5 9.5 2007 "D" 36
"2391" "3668" 1 2 "CR2" 3.666667 7.29 2007 "C" 33
"2392" "3668" 2 3 "CR2" 3.625 12.97 2008 "C" 45
"2393" "3668" 3 4 "CR2" 4.083333 13.52 2009 "C" 56
"2394" "3668" 4 5 "CR2" 4.05 11.77 2010 "B" 66
"2395" "3668" 5 7 "CR2" 3.642857 10.13 2011 "D" 84
"2396" "3669" 1 3 "CR2" 3.5 7.08 2008 "A" 39
"2397" "3669" 2 4 "CR2" 3.666667 8.72 2009 "C" 56
"2398" "3669" 3 6 "CR2" 3.75 10.47 2010 "D" 73
"2399" "3669" 4 7 "CR2" 3.535714 10 2012 "A" 85
"2400" "3671" 1 3 "CR4" 3.5 7.68 2008 "C" 45
"2401" "3673" 1 2 "CR2" 3.666667 7.5 2007 "C" 33
"2402" "3673" 2 3 "CR2" 4.25 9.11 2008 "D" 47
"2403" "3673" 3 4 "CR2" 4.083333 12.35 2009 "D" 60
"2404" "3673" 4 6 "CR2" 4 13.28 2011 "A" 75
"2405" "3674" 1 3 "CR4" 3.375 8.89 2008 "C" 44
"2406" "3674" 2 4 "CR4" 3.666667 8.44 2009 "B" 54
"2407" "3675" 1 3 "CR2" 3.25 7.4 2008 "A" 38
"2408" "3675" 2 4 "CR2" 3.583333 7.88 2009 "A" 50
"2409" "3675" 3 5 "CR2" 3.75 9.24 2010 "B" 66
"2410" "3675" 4 6 "CR2" 3.722222 9.51 2011 "C" 79
"2411" "3676" 1 3 "CR4" 3.5 7.96 2008 "C" 44
"2412" "3676" 2 4 "CR4" 3.5 10.01 2009 "D" 57
"2413" "3676" 3 5 "CR4" 3.40625 8.5 2010 "D" 69
"2414" "3677" 1 3 "CR3" 3.25 6.32 2008 "B" 40
"2415" "3678" 1 3 "CR2" 3.5 5.64 2008 "B" 40
"2416" "3679" 1 3 "CR4" 3.25 5.55 2008 "C" 43
"2417" "3679" 2 4 "CR4" 3.416667 9.31 2009 "C" 55
"2418" "3679" 3 5 "CR4" 3.166667 8.7 2010 "C" 68
"2419" "3680" 1 3 "CR4" 3.625 9.57 2008 "D" 45
"2420" "3680" 2 4 "CR4" 3.416667 10.43 2009 "D" 59
"2421" "3680" 3 5 "CR4" 3.4375 10.04 2010 "D" 70
"2422" "3680" 4 6 "CR4" 3.321429 11.1 2011 "D" 82
"2423" "3681" 1 3 "CR4" 3.5 8.89 2008 "C" 43
"2424" "3682" 1 4 "CR4" 3.25 9.17 2009 "A" 49
"2425" "3682" 2 5 "CR4" 3.25 7.25 2010 "B" 63
"2426" "3682" 3 6 "CR4" 3.194444 9.92 2011 "D" 81
"2427" "3683" 1 3 "CR4" 3.375 6.1 2008 "C" 44
"2428" "3684" 1 3 "CR4" 3.166667 7.66 2008 "D" 46
"2429" "3684" 2 5 "CR4" 2.916667 8.64 2010 "B" 64
"2430" "3685" 1 3 "CR4" 3.25 8.01 2008 "D" 46
"2431" "3686" 1 3 "CR4" 3.375 8.71 2008 "C" 43
"2432" "3687" 1 3 "CR4" 3.375 7.51 2008 "C" 43
"2433" "3687" 2 4 "CR4" 3.083333 8.18 2009 "C" 54
"2434" "3687" 3 5 "CR4" 3.285714 8.19 2010 "C" 68
"2435" "3688" 1 3 "CR2" 3.416667 6.12 2008 "D" 45
"2436" "3688" 2 5 "CR2" 3.333333 7.91 2010 "B" 64
"2437" "3688" 3 6 "CR2" 3.333333 7.66 2011 "C" 78
"2438" "3689" 1 4 "CR3" 2.875 6.27 2009 "A" 49
"2439" "3689" 2 4 "CR3" 2.5 3.26 2010 "A" 60
"2440" "3690" 1 3 "CR4" 3.375 8.18 2008 "C" 43
"2441" "3690" 2 4 "CR4" 3.333333 10.06 2009 "D" 56
"2442" "3690" 3 5 "CR4" 3.321429 8.36 2011 "A" 71
"2443" "3691" 1 3 "CR3" 3.875 8.43 2008 "C" 43
"2444" "3691" 2 4 "CR3" 3.916667 9.59 2009 "C" 55
"2445" "3691" 3 5 "CR3" 3.95 9.21 2010 "D" 70
"2446" "3691" 4 6 "CR3" 3.8 9.73 2012 "A" 82
"2447" "3692" 1 3 "CR2" 3.75 8.66 2008 "C" 42
"2448" "3692" 2 4 "CR2" 3.75 11.74 2009 "D" 57
"2449" "3692" 3 5 "CR2" 3.75 14.23 2010 "D" 69
"2450" "3692" 4 6 "CR2" 3.53125 13.66 2011 "D" 81
"2451" "3693" 1 3 "CR4" 3.625 8.85 2008 "D" 44
"2452" "3693" 2 5 "CR4" 3.375 10.03 2010 "A" 60
"2453" "3693" 3 6 "CR4" 3.388889 9.7 2011 "C" 77
"2454" "3694" 1 3 "CR2" 3.625 7.69 2008 "B" 38
"2455" "3694" 2 4 "CR2" 3.416667 8.67 2009 "C" 53
"2456" "3694" 3 5 "CR2" 3.875 11.38 2010 "D" 69
"2457" "3694" 4 6 "CR2" 3.75 7.96 2011 "D" 81
"2458" "3695" 1 3 "CR3" 4 12.41 2008 "C" 42
"2459" "3695" 2 4 "CR3" 3.625 8.79 2009 "A" 49
"2460" "3695" 3 4 "CR3" 3.5625 12.11 2010 "A" 60
"2461" "3695" 4 6 "CR3" 3.857143 12.08 2011 "A" 72
"2462" "3696" 1 3 "CR3" 4.125 11.58 2008 "C" 42
"2463" "3696" 2 4 "CR3" 4 13.09 2009 "D" 57
"2464" "3696" 3 5 "CR3" 4.125 13.86 2011 "A" 71
"2465" "3697" 1 4 "CR3" 3.375 9.58 2009 "B" 51
"2466" "3697" 2 5 "CR3" 3 8.05 2010 "B" 61
"2467" "3697" 3 6 "CR3" 2.875 9.79 2011 "C" 76
"2468" "3698" 1 3 "CR2" 3.75 9.08 2008 "D" 44
"2469" "3698" 2 4 "CR2" 3.5 10.7 2010 "A" 59
"2470" "3698" 3 6 "CR2" 3.5 11.17 2011 "B" 73
"2471" "3699" 1 3 "CR3" 3.375 7.34 2008 "C" 41
"2472" "3700" 1 3 "CR1" 3.625 9.13 2008 "C" 41
"2473" "3700" 2 4 "CR1" 3.5 9.71 2009 "D" 56
"2474" "3700" 3 5 "CR1" 3.6875 12.92 2011 "A" 70
"2475" "3700" 4 6 "CR1" 3.7 11.06 2012 "A" 82
"2476" "3703" 1 3 "CR3" 3.833333 6.56 2008 "D" 43
"2477" "3704" 1 3 "CR1" 3.75 9.02 2008 "D" 43
"2478" "3704" 2 5 "CR1" 3.5 10.65 2010 "B" 60
"2479" "3704" 3 6 "CR1" 3.392857 11.97 2011 "B" 73
"2480" "3705" 1 3 "CR3" 3.75 9.88 2008 "C" 41
"2481" "3705" 2 4 "CR3" 3.666667 11.21 2009 "C" 52
"2482" "3705" 3 5 "CR3" 3.75 13.23 2010 "D" 67
"2483" "3706" 1 3 "CR3" 3.75 8.75 2008 "C" 41
"2484" "3706" 2 4 "CR3" 3.5 11.24 2009 "D" 56
"2485" "3706" 3 5 "CR3" 4 10.28 2010 "D" 67
"2486" "3707" 1 3 "CR2" 3.5 6.92 2008 "C" 40
"2487" "3707" 2 4 "CR2" 3.583333 9.82 2009 "D" 53
"2488" "3707" 3 5 "CR2" 4 13.27 2010 "D" 67
"2489" "3707" 4 6 "CR2" 3.642857 10.91 2012 "A" 80
"2490" "3708" 1 3 "CR3" 3.125 6.66 2008 "D" 42
"2491" "3709" 1 3 "CR3" 3.625 7.84 2008 "D" 42
"2492" "3710" 1 3 "CR3" 3.625 6.13 2008 "D" 42
"2493" "3710" 2 4 "CR3" 3.0625 6.76 2010 "B" 59
"2494" "3711" 1 3 "CR3" 3.5 8.32 2009 "A" 46
"2495" "3711" 2 4 "CR3" 3.375 8.56 2010 "B" 59
"2496" "3711" 3 6 "CR3" 3.613636 9.96 2011 "D" 76
"2497" "3713" 1 3 "CR3" 3.375 10.77 2009 "A" 45
"2498" "3713" 2 4 "CR3" 3.25 10.36 2010 "B" 58
"2499" "3719" 1 3 "CR4" 3.083333 7.86 2009 "A" 43
"2500" "3719" 2 5 "CR4" 3.083333 8.53 2010 "C" 60
"2501" "3719" 3 6 "CR4" 3.025 8.87 2011 "C" 74
"2502" "3724" 1 3 "CR2" 3.666667 7.57 2009 "A" 42
"2503" "3724" 2 4 "CR2" 3.5 8.62 2010 "C" 60
"2504" "3724" 3 6 "CR2" 4 10.4 2011 "C" 73
"2505" "3725" 1 3 "CR2" 3.125 8.65 2009 "A" 43
"2506" "3725" 2 4 "CR2" 3.392857 8.13 2010 "B" 57
"2507" "3725" 3 6 "CR2" 3.5 10.28 2011 "D" 77
"2508" "3726" 1 3 "CR3" 3.833333 8.85 2009 "A" 43
"2509" "3726" 2 4 "CR3" 3.833333 10.84 2010 "B" 57
"2510" "3726" 3 5 "CR3" 3.928571 11.66 2011 "C" 71
"2511" "3727" 1 3 "CR3" 3.583333 10.9 2009 "A" 43
"2512" "3727" 2 4 "CR3" 3.333333 10.44 2010 "B" 59
"2513" "3727" 3 6 "CR3" 2.958333 7.88 2011 "D" 75
"2514" "3728" 1 3 "CR2" 3.75 7.67 2009 "A" 42
"2515" "3728" 2 4 "CR2" 3.833333 7.72 2010 "A" 55
"2516" "3730" 1 4 "CR3" 4 7.29 2009 "C" 49
"2517" "3732" 1 3 "CR3" 3.333333 8.94 2009 "A" 43
"2518" "3732" 2 5 "CR3" 3.607143 8.02 2010 "C" 61
"2519" "3735" 1 3 "CR3" 3.375 11.6 2009 "A" 42
"2520" "3735" 2 4 "CR3" 3.375 12.14 2010 "A" 53
"2521" "3735" 3 5 "CR3" 3.5 9.53 2011 "A" 66
"2522" "3736" 1 3 "CR3" 3.25 10.63 2009 "C" 46
"2523" "3738" 1 3 "CR3" 3.375 6.89 2008 "D" 39
"2524" "3738" 2 4 "CR3" 3.333333 9.41 2010 "A" 55
"2525" "3739" 1 4 "CR4" 3.416667 6.8 2009 "D" 50
"2526" "3740" 1 2 "CR2" 3.5 8.32 2008 "C" 35
"2527" "3741" 1 2 "CR2" 3.5 9.18 2008 "C" 35
"2528" "3741" 2 4 "CR2" 3.666667 11.4 2009 "C" 48
"2529" "3741" 3 5 "CR2" 3.75 11.47 2010 "D" 61
"2530" "3741" 4 5 "CR2" 3.666667 12.98 2011 "C" 71
"2531" "3742" 1 4 "CR4" 3.84375 8.41 2010 "B" 57
"2532" "3743" 1 3 "CR4" 3.375 10.52 2009 "A" 41
"2533" "3743" 2 4 "CR4" 3.4 9.07 2010 "A" 53
"2534" "3743" 3 6 "CR4" 3.25 12.74 2011 "D" 73
"2535" "3744" 1 4 "CR4" 3.583333 8.18 2010 "B" 57
"2536" "3744" 2 5 "CR4" 3.444444 8.04 2011 "B" 68
"2537" "3745" 1 3 "CR3" 3 6.85 2009 "C" 46
"2538" "3746" 1 2 "CR3" 3.25 9.22 2008 "C" 34
"2539" "3746" 2 4 "CR3" 3.416667 13.17 2009 "D" 49
"2540" "3746" 3 5 "CR3" 3.5 13.96 2010 "D" 61
"2541" "3746" 4 6 "CR3" 3.277778 10.73 2011 "D" 72
"2542" "3750" 1 4 "CR4" 3.4375 9.22 2010 "A" 52
"2543" "3752" 1 3 "CR4" 3.5 9.92 2009 "B" 44
"2544" "3752" 2 5 "CR4" 3.625 10.67 2010 "D" 62
"2545" "3752" 3 6 "CR4" 3.472222 10.7 2011 "D" 74
"2546" "3755" 1 3 "CR4" 3.333333 6.7 2009 "B" 44
"2547" "3756" 1 3 "CR3" 3.5 7.89 2009 "A" 41
"2548" "3756" 2 4 "CR3" 3.416667 9.34 2010 "B" 55
"2549" "3757" 1 3 "CR3" 3.666667 8.48 2009 "D" 47
"2550" "3757" 2 6 "CR3" 3.34375 9.44 2011 "D" 73
"2551" "3758" 1 3 "CR2" 3.5 8.9 2009 "A" 40
"2552" "3758" 2 4 "CR2" 3.583333 11.25 2010 "B" 55
"2553" "3758" 3 5 "CR2" 3.416667 12.18 2011 "B" 67
"2554" "3759" 1 3 "CR1" 3.5 7.28 2009 "A" 39
"2555" "3759" 2 3 "CR1" 3.666667 6.01 2009 "D" 47
"2556" "3759" 3 4 "CR1" 4.083333 7.84 2010 "C" 58
"2557" "3759" 4 6 "CR1" 3.916667 8.66 2011 "D" 74
"2558" "3760" 1 3 "CR2" 3 4.8 2009 "A" 39
"2559" "3761" 1 3 "CR2" 3.666667 7.69 2009 "A" 39
"2560" "3761" 2 4 "CR2" 3.75 9.77 2010 "B" 54
"2561" "3761" 3 5 "CR2" 3.678571 11.5 2011 "B" 67
"2562" "3762" 1 3 "CR2" 3.625 10.11 2009 "A" 40
"2563" "3762" 2 4 "CR2" 3.625 10.81 2010 "B" 53
"2564" "3762" 3 5 "CR2" 3.821429 12.52 2011 "B" 68
"2565" "3763" 1 3 "CR2" 3.75 8.55 2009 "A" 39
"2566" "3763" 2 5 "CR2" 3.826923 11.49 2011 "D" 72
"2567" "3764" 1 3 "CR2" 3.833333 10.94 2009 "A" 40
"2568" "3764" 2 4 "CR2" 3.8 11.4 2010 "C" 58
"2569" "3764" 3 5 "CR2" 3.59375 12.8 2011 "D" 72
"2570" "3765" 1 3 "CR3" 3.666667 7.1 2009 "C" 44
"2571" "3765" 2 4 "CR3" 3.25 6.51 2010 "C" 58
"2572" "3766" 1 4 "CR3" 3.5 8.07 2010 "B" 55
"2573" "3766" 2 5 "CR3" 3.166667 9.19 2011 "D" 71
"2574" "3767" 1 3 "CR1" 3.666667 9.9 2009 "A" 40
"2575" "3767" 2 4 "CR1" 3.5 10.53 2010 "B" 54
"2576" "3767" 3 5 "CR1" 3.35 11.32 2011 "B" 65
"2577" "3769" 1 4 "CR3" 3.464286 7.34 2010 "B" 55
"2578" "3772" 1 4 "CR3" 3.166667 7.51 2010 "B" 54
"2579" "3774" 1 4 "CR4" 3.333333 7.96 2010 "B" 55
"2580" "3774" 2 5 "CR4" 3.35 8.36 2011 "C" 69
"2581" "3776" 1 3 "CR2" 3.583333 8.76 2009 "B" 42
"2582" "3776" 2 4 "CR2" 3.666667 8.27 2010 "D" 59
"2583" "3777" 1 3 "CR3" 2.875 7.07 2009 "A" 37
"2584" "3778" 1 3 "CR2" 3.5 8.44 2009 "A" 37
"2585" "3778" 2 4 "CR2" 3.583333 9.1 2010 "B" 52
"2586" "3779" 1 3 "CR3" 3 5.74 2009 "C" 43
"2587" "3780" 1 3 "CR3" 3.666667 8.61 2009 "C" 43
"2588" "3780" 2 4 "CR3" 3.8 8.83 2010 "C" 56
"2589" "3780" 3 5 "CR3" 3.5625 8.8 2011 "D" 70
"2590" "3781" 1 4 "CR3" 3.416667 9.34 2010 "B" 53
"2591" "3781" 2 5 "CR3" 3.59375 5.34 2011 "B" 64
"2592" "3782" 1 3 "CR2" 3.416667 7.65 2009 "C" 43
"2593" "3782" 2 4 "CR2" 3.4375 11.04 2010 "D" 59
"2594" "3785" 1 3 "CR2" 3.375 7.03 2009 "A" 37
"2595" "3786" 1 3 "CR3" 3.25 6.03 2009 "C" 42
"2596" "3786" 2 4 "CR3" 3.178571 7.07 2010 "C" 56
"2597" "3788" 1 3 "CR3" 3.5 9.97 2009 "B" 40
"2598" "3788" 2 4 "CR3" 3.5625 11.67 2010 "C" 55
"2599" "3789" 1 3 "CR2" 3.5 8.18 2009 "C" 41
"2600" "3790" 1 3 "CR2" 3.25 7.26 2009 "C" 41
"2601" "3790" 2 4 "CR2" 3.25 8.82 2010 "C" 53
"2602" "3790" 3 5 "CR2" 3.5 7.46 2011 "C" 66
"2603" "3791" 1 3 "CR2" 3.166667 6.76 2009 "C" 40
"2604" "3791" 2 4 "CR2" 3.083333 8.32 2010 "C" 52
"2605" "3791" 3 5 "CR2" 3.416667 7.37 2011 "A" 60
"2606" "3792" 1 3 "CR2" 3.375 8.13 2009 "C" 40
"2607" "3793" 1 4 "CR3" 3.25 7.65 2010 "C" 54
"2608" "3793" 2 5 "CR3" 3.3125 6.67 2011 "C" 64
"2609" "3794" 1 3 "CR3" 3.333333 9.07 2009 "C" 41
"2610" "3794" 2 4 "CR3" 3.375 7.95 2010 "C" 54
"2611" "3794" 3 5 "CR3" 3.388889 8.97 2011 "D" 67
"2612" "3797" 1 4 "CR4" 3.25 6.77 2010 "B" 50
"2613" "3797" 2 5 "CR4" 2.535714 7.33 2011 "D" 69
"2614" "3798" 1 3 "CR2" 3.75 5.09 2009 "B" 41
"2615" "3800" 1 4 "CR2" 3.75 5.73 2010 "B" 49
"2616" "3801" 1 4 "CR4" 3.583333 9.87 2010 "C" 52
"2617" "3801" 2 5 "CR4" 3.2 15.22 2012 "A" 68
"2618" "3806" 1 4 "CR2" 3.5 8.18 2010 "B" 48
"2619" "3806" 2 5 "CR2" 3.464286 9.78 2011 "C" 62
"2620" "3807" 1 3 "CR3" 3.3125 6.81 2010 "A" 45
"2621" "3807" 2 5 "CR3" 3.428571 8.37 2011 "C" 62
"2622" "3808" 1 3 "CR3" 3.5 2.1 2009 "C" 38
"2623" "3809" 1 4 "CR3" 3.4 8.52 2010 "C" 50
"2624" "3809" 2 5 "CR3" 3.166667 9.32 2011 "D" 65
"2625" "3811" 1 3 "CR3" 3.75 11.11 2010 "B" 47
"2626" "3811" 2 5 "CR3" 3.75 10.26 2011 "C" 60
"2627" "3812" 1 4 "CR4" 3.1 8.63 2010 "D" 53
"2628" "3813" 1 3 "CR4" 3.25 9.1 2010 "B" 47
"2629" "3813" 2 4 "CR4" 3.5 8.31 2011 "B" 59
"2630" "3816" 1 4 "CR4" 3.568182 6.19 2011 "A" 54
"2631" "3817" 1 3 "CR1" 3.5 10.23 2010 "B" 47
"2632" "3817" 2 4 "CR1" 3.21875 8.6 2011 "C" 59
"2633" "3818" 1 3 "CR1" 3.75 9.71 2010 "B" 47
"2634" "3818" 2 5 "CR1" 3.472222 9.41 2011 "C" 62
"2635" "3819" 1 3 "CR3" 3.25 7.46 2009 "C" 36
"2636" "3820" 1 4 "CR4" 3.277778 7.01 2010 "D" 52
"2637" "3821" 1 4 "CR4" 3.09375 7.19 2010 "D" 53
"2638" "3822" 1 4 "CR3" 3.416667 7.63 2010 "D" 52
"2639" "3823" 1 3 "CR3" 4.333333 8.62 2009 "D" 38
"2640" "3823" 2 4 "CR3" 4.583333 8.23 2011 "A" 53
"2641" "3824" 1 3 "CR4" 2.5 5.93 2009 "C" 36
"2642" "3825" 1 3 "CR4" 3.583333 8.3 2010 "B" 45
"2643" "3825" 2 5 "CR4" 3.375 10.32 2011 "C" 60
"2644" "3827" 1 3 "CR4" 3.583333 11.51 2010 "B" 45
"2645" "3827" 2 4 "CR4" 3.291667 9.61 2011 "B" 56
"2646" "3828" 1 4 "CR3" 3.333333 6.42 2010 "D" 51
"2647" "3832" 1 3 "CR3" 3.416667 10.42 2010 "B" 44
"2648" "3833" 1 4 "CR4" 3.4 8.32 2011 "A" 53
"2649" "3834" 1 3 "CR4" 3.583333 13.17 2010 "B" 44
"2650" "3834" 2 4 "CR4" 3.214286 11.34 2011 "C" 57
"2651" "3835" 1 4 "CR4" 3.428571 8.89 2010 "D" 50
"2652" "3836" 1 4 "CR4" 3.5 9.06 2011 "A" 50
"2653" "3839" 1 4 "CR4" 3.75 10.99 2010 "D" 49
"2654" "3839" 2 5 "CR4" 3.75 9.52 2011 "D" 61
"2655" "3840" 1 3 "CR4" 3.666667 9.42 2010 "B" 42
"2656" "3840" 2 4 "CR4" 3.541667 11.4 2011 "B" 53
"2657" "3847" 1 3 "CR2" 3.583333 9.65 2010 "B" 41
"2658" "3847" 2 4 "CR2" 3.291667 8.37 2011 "B" 52
"2659" "3848" 1 4 "CR4" 3.428571 9.53 2011 "B" 52
"2660" "3849" 1 4 "CR3" 3.291667 7.42 2011 "B" 52
"2661" "3850" 1 4 "CR2" 3.075 7.16 2011 "B" 51
"2662" "3851" 1 3 "CR2" 3.6875 8.36 2010 "D" 46
"2663" "3851" 2 4 "CR2" 3.4 9.29 2011 "D" 57
"2664" "3852" 1 4 "CR3" 3.333333 8.5 2011 "B" 51
"2665" "3855" 1 3 "CR2" 3.5 11.23 2010 "B" 40
"2666" "3855" 2 4 "CR2" 3.25 11.49 2011 "C" 53
"2667" "3856" 1 3 "CR2" 3.5 8.29 2010 "C" 42
"2668" "3858" 1 3 "CR3" 3.666667 6.19 2010 "C" 41
"2669" "3858" 2 4 "CR3" 3.777778 8.85 2011 "C" 53
"2670" "3860" 1 3 "CR2" 3.55 11.03 2010 "D" 42
"2671" "3860" 2 4 "CR2" 3.46875 10.92 2011 "D" 55
"2672" "3861" 1 3 "CR3" 3.416667 8.12 2011 "A" 45
"2673" "3863" 1 3 "CR3" 3.666667 11.2 2010 "C" 39
"2674" "3863" 2 4 "CR3" 3.625 8.11 2011 "C" 50
"2675" "3865" 1 3 "CR2" 3.666667 8.39 2010 "C" 39
"2676" "3865" 2 4 "CR2" 3.428571 10.54 2011 "C" 51
"2677" "3866" 1 3 "CR2" 3.75 9.99 2010 "C" 38
"2678" "3866" 2 4 "CR2" 3.388889 10.5 2011 "C" 51
"2679" "3867" 1 3 "CR2" 3.5 7.14 2010 "D" 42
"2680" "3867" 2 4 "CR2" 3.1875 7.86 2011 "D" 54
"2681" "3869" 1 3 "CR1" 3.678571 9.5 2010 "D" 41
"2682" "3872" 1 3 "CR2" 3.833333 6.87 2010 "C" 38
"2683" "3872" 2 4 "CR2" 3.333333 8.9 2011 "D" 51
"2684" "3874" 1 3 "CR3" 3.25 9.27 2011 "B" 46
"2685" "3875" 1 3 "CR2" 3.416667 12.34 2010 "C" 37
"2686" "3875" 2 3 "CR2" 3.21875 11.22 2011 "B" 47
"2687" "3876" 1 3 "CR3" 3.178571 7.56 2010 "D" 41
"2688" "3877" 1 3 "CR3" 3.625 9.52 2010 "D" 41
"2689" "3877" 2 4 "CR3" 3.5625 9.36 2012 "A" 54
"2690" "3879" 1 3 "CR4" 3.6875 8.55 2011 "A" 41
"2691" "3879" 2 4 "CR4" 3.59375 9.93 2012 "A" 53
"2692" "3883" 1 3 "CR3" 3.25 8.55 2011 "B" 46
"2693" "3884" 1 3 "CR3" 3.541667 9.69 2011 "B" 46
"2694" "3886" 1 2 "CR4" 3.125 7.32 2009 "D" 27
"2695" "3887" 1 3 "CR2" 3.5 7.5 2010 "D" 40
"2696" "3891" 1 3 "CR2" 3.625 8.71 2011 "B" 44
"2697" "3895" 1 3 "CR3" 3.2 10.34 2011 "B" 44
"2698" "3896" 1 3 "CR2" 3.35 7.01 2010 "D" 37
"2699" "3896" 2 4 "CR2" 3.142857 5.41 2011 "D" 49
"2700" "3898" 1 3 "CR2" 3.416667 8.97 2010 "D" 36
"2701" "3898" 2 3 "CR2" 3.613636 9.68 2011 "D" 47
"2702" "3899" 1 3 "CR3" 3.321429 10.87 2011 "C" 44
"2703" "3902" 1 3 "CR2" 3.357143 7.79 2011 "B" 42
"2704" "3903" 1 3 "CR3" 3.4375 10.48 2011 "B" 43
"2705" "3905" 1 3 "CR2" 3.613636 8.1 2010 "D" 37
"2706" "3906" 1 3 "CR3" 3.45 9.1 2011 "B" 41
"2707" "3910" 1 3 "CR4" 3.142857 9.36 2011 "B" 42
"2708" "3913" 1 3 "CR4" 3.35 6.21 2010 "D" 36
"2709" "3913" 2 4 "CR4" 3.34375 9.77 2012 "A" 49
"2710" "3915" 1 3 "CR4" 3.166667 6.06 2011 "B" 41
"2711" "3916" 1 2 "CR2" 3.9375 8.81 2010 "D" 36
"2712" "3916" 2 3 "CR2" 3.638889 9.78 2011 "D" 47
"2713" "3920" 1 3 "CR2" 3.285714 8.08 2011 "D" 46
"2714" "3922" 1 3 "CR3" 3.5 8.55 2011 "B" 41
"2715" "3925" 1 3 "CR4" 3.357143 7.68 2011 "B" 40
"2716" "3926" 1 3 "CR4" 3.5 13.08 2011 "C" 42
"2717" "3928" 1 2 "CR3" 3.083333 4.64 2010 "A" 26
"2718" "3928" 2 3 "CR3" 3.65625 7.21 2011 "C" 42
"2719" "3930" 1 3 "CR3" 3.25 10 2011 "B" 39
"2720" "3935" 1 3 "CR2" 3.714286 9.1 2011 "B" 38
"2721" "3938" 1 3 "CR3" 3.464286 7.28 2011 "B" 37
