"Id" "parto" "ap" "cr" "cc" "ppd" "ano" "epoca" "edad"
"793" "3030" 5 9 "CR4" 2.833333 9.96 2007 "C" 111
"794" "3030" 6 10 "CR4" 2.75 8.23 2008 "C" 123
"795" "3031" 1 4 "CR4" 3.25 8.19 2003 "A" 56
"796" "3033" 1 4 "CR4" 3.5 10.12 2002 "C" 50
"797" "3033" 2 5 "CR4" 3.5 11.85 2004 "A" 70
"798" "3033" 3 7 "CR4" 3.166667 11.41 2005 "B" 84
"799" "3034" 1 4 "CR4" 3 7.62 2002 "D" 52
"800" "3037" 1 4 "CR4" 3.5 7.73 2002 "D" 53
"801" "3038" 1 4 "CR4" 3.5 8.33 2002 "D" 53
"802" "3039" 1 4 "CR4" 3 11.6 2002 "C" 51
"803" "3039" 2 5 "CR4" 3.25 11.81 2003 "C" 62
"804" "3039" 3 6 "CR4" 2.75 12.05 2004 "D" 78
"805" "3039" 4 7 "CR4" 2.875 9.98 2006 "A" 91
"806" "3039" 5 9 "CR4" 2.75 10.82 2007 "C" 108
"807" "3039" 6 10 "CR4" 2.666667 8.83 2008 "D" 126
"808" "3039" 7 12 "CR4" 2.666667 8.91 2010 "C" 146
"809" "3040" 1 4 "CR4" 3.25 9.18 2002 "C" 49
"810" "3040" 2 4 "CR4" 3.375 6.42 2003 "B" 58
"811" "3040" 3 6 "CR4" 3.5 8.68 2004 "D" 77
"812" "3041" 1 4 "CR4" 3.25 9.64 2003 "A" 55
"813" "3042" 2 4 "CR3" 3.25 6.92 2002 "D" 51
"814" "3043" 1 4 "CR4" 3.25 8.92 2002 "D" 53
"815" "3043" 2 6 "CR4" 3.625 9.85 2004 "C" 72
"816" "3043" 3 7 "CR4" 3.5 9.46 2005 "C" 85
"817" "3043" 4 7 "CR4" 3.375 8.41 2006 "B" 95
"818" "3043" 5 9 "CR4" 3.416667 9.52 2007 "C" 110
"819" "3043" 6 9 "CR4" 3.5 7.39 2008 "B" 119
"820" "3043" 7 11 "CR4" 3.833333 8.67 2009 "C" 133
"821" "3043" 8 12 "CR4" 3.416667 8.21 2010 "D" 149
"822" "3046" 1 3 "CR4" 3.25 10.94 2002 "C" 47
"823" "3046" 2 4 "CR4" 3.375 12 2003 "B" 58
"824" "3046" 3 5 "CR4" 3.5 12.98 2004 "B" 70
"825" "3046" 4 6 "CR4" 3.5 10.1 2005 "B" 81
"826" "3046" 5 7 "CR4" 3.5 10.26 2006 "B" 93
"827" "3049" 1 4 "CR4" 3.5 9.83 2002 "C" 49
"828" "3049" 2 5 "CR4" 3.5 10.52 2003 "C" 61
"829" "3049" 3 6 "CR4" 3.666667 11.03 2004 "C" 73
"830" "3049" 4 7 "CR4" 3.75 11.28 2005 "D" 87
"831" "3049" 5 8 "CR4" 3.25 13.07 2006 "D" 99
"832" "3049" 6 9 "CR4" 3.25 8.24 2007 "D" 111
"833" "3049" 7 10 "CR4" 3.375 13.6 2009 "A" 125
"834" "3049" 8 11 "CR4" 3.416667 12.58 2009 "D" 136
"835" "3049" 9 12 "CR4" 3.25 8.97 2011 "A" 150
"836" "3050" 1 4 "CR4" 3 11.37 2002 "D" 51
"837" "3050" 2 5 "CR4" 3.5 11.99 2003 "D" 62
"838" "3050" 3 6 "CR4" 3.333333 11.06 2004 "D" 74
"839" "3050" 4 7 "CR4" 3.083333 10.28 2005 "C" 86
"840" "3050" 5 8 "CR4" 3.083333 10.79 2006 "D" 99
"841" "3050" 6 9 "CR4" 3.125 10.37 2007 "D" 112
"842" "3050" 7 10 "CR4" 3.25 11.15 2009 "A" 128
"843" "3050" 8 11 "CR4" 3.386364 7.28 2010 "B" 141
"844" "3053" 1 4 "CR4" 3.25 6.81 2002 "C" 48
"845" "3053" 2 5 "CR4" 3.375 8.15 2003 "C" 60
"846" "3053" 3 6 "CR4" 3.375 8.47 2004 "C" 72
"847" "3053" 4 7 "CR4" 2.75 7.18 2005 "C" 86
"848" "3054" 1 4 "CR4" 3.25 11.56 2002 "D" 51
"849" "3054" 2 5 "CR4" 3.5 9.6 2003 "D" 62
"850" "3054" 3 6 "CR4" 3.625 10.71 2004 "D" 75
"851" "3054" 4 7 "CR4" 3.5 12.97 2006 "A" 91
"852" "3055" 1 4 "CR4" 2.875 8.47 2003 "B" 56
"853" "3056" 1 3 "CR3" 3.25 11.7 2002 "B" 46
"854" "3056" 2 4 "CR3" 3.5 11.22 2003 "C" 59
"855" "3056" 3 5 "CR3" 3.375 13.02 2004 "C" 71
"856" "3056" 4 7 "CR3" 3.5 11.9 2005 "D" 86
"857" "3056" 5 8 "CR3" 3.25 14.17 2006 "D" 100
"858" "3056" 6 9 "CR3" 3.375 12.11 2007 "D" 112
"859" "3056" 7 11 "CR3" 3.5625 12.42 2009 "D" 136
"860" "3056" 8 13 "CR3" 3.071429 10.67 2011 "D" 158
"861" "3057" 1 4 "CR4" 2.75 6.86 2002 "D" 51
"862" "3058" 1 4 "CR4" 3 7.87 2002 "C" 49
"863" "3059" 1 4 "CR4" 3.25 5.42 2003 "C" 59
"864" "3062" 1 4 "CR2" 3.75 6.11 2002 "D" 49
"865" "3063" 1 3 "CR4" 3.25 10.86 2002 "B" 45
"866" "3063" 2 4 "CR4" 3.375 10.56 2003 "B" 57
"867" "3063" 3 5 "CR4" 3.5 11.78 2004 "B" 69
"868" "3063" 4 6 "CR4" 3.3125 11.39 2005 "B" 80
"869" "3063" 5 7 "CR4" 3.75 11.09 2006 "B" 92
"870" "3063" 6 8 "CR4" 3.583333 9.71 2007 "B" 103
"871" "3063" 7 10 "CR4" 3.625 10.69 2008 "C" 120
"872" "3063" 8 11 "CR4" 3.5 10.4 2010 "A" 136
"873" "3063" 9 13 "CR4" 2.6875 6.98 2011 "C" 157
"874" "3064" 1 3 "CR2" 3.5 7.16 2002 "C" 46
"875" "3065" 1 4 "CR3" 3.25 8.71 2002 "D" 49
"876" "3065" 2 5 "CR3" 3.5 8.69 2003 "C" 60
"877" "3066" 1 3 "CR2" 3.75 7.85 2002 "C" 47
"878" "3067" 1 4 "CR2" 3.25 6.63 2002 "D" 49
"879" "3069" 1 3 "CR2" 3.25 7.43 2002 "C" 47
"880" "3069" 2 4 "CR2" 3.625 11.05 2003 "C" 59
"881" "3071" 1 4 "CR2" 3.25 6.2 2002 "D" 48
"882" "3072" 1 4 "CR2" 3.5 8.05 2003 "A" 51
"883" "3072" 2 5 "CR2" 3.5 9.55 2004 "A" 64
"884" "3075" 1 4 "CR4" 3.25 7.78 2003 "A" 51
"885" "3076" 1 4 "CR2" 3.25 7.62 2002 "D" 48
"886" "3077" 1 4 "CR2" 3.5 7.98 2003 "A" 51
"887" "3078" 1 3 "CR2" 3.5 7.68 2002 "C" 44
"888" "3078" 2 4 "CR2" 3.5 9.89 2003 "B" 55
"889" "3079" 1 3 "CR2" 3 7.34 2002 "D" 47
"890" "3082" 1 4 "CR2" 3.5 6.76 2003 "A" 50
"891" "3082" 2 5 "CR2" 3.5 9.22 2004 "A" 62
"892" "3083" 1 4 "CR4" 3.5 11.06 2002 "D" 48
"893" "3083" 2 5 "CR4" 3.75 13.83 2003 "D" 60
"894" "3083" 3 6 "CR4" 3.5625 12.42 2004 "D" 72
"895" "3083" 4 7 "CR4" 3.5 13.72 2006 "C" 92
"896" "3083" 5 8 "CR4" 3.666667 13.13 2007 "B" 103
"897" "3083" 6 9 "CR4" 3.75 13.68 2008 "B" 115
"898" "3083" 7 10 "CR4" 3.5 17.13 2009 "C" 127
"899" "3083" 8 11 "CR4" 3.666667 12.55 2010 "C" 140
"900" "3084" 1 4 "CR2" 3.5 6.34 2002 "D" 48
"901" "3086" 1 3 "CR2" 3.25 5.49 2002 "D" 47
"902" "3088" 1 3 "CR3" 3.5 9.88 2002 "B" 42
"904" "3088" 2 4 "CR3" 3.625 12.86 2003 "B" 53
"905" "3088" 3 5 "CR3" 3.75 13.61 2004 "B" 64
"906" "3088" 4 6 "CR3" 3.5 13.46 2005 "B" 76
"907" "3088" 5 7 "CR3" 3.75 8.8 2005 "D" 85
"908" "3088" 6 7 "CR3" 3.583333 12.99 2006 "D" 95
"909" "3088" 7 8 "CR3" 3.583333 11.5 2007 "D" 106
"910" "3088" 8 10 "CR3" 3.583333 18.55 2009 "C" 127
"911" "3088" 9 11 "CR3" 3.75 15.57 2010 "C" 139
"903" "3088" 10 12 "CR3" 3.5 8.56 2011 "C" 152
"912" "3089" 1 4 "CR4" 3.25 8.14 2003 "A" 49
"913" "3089" 2 5 "CR4" 3.5 11.25 2004 "B" 65
"914" "3090" 1 3 "CR4" 3.25 9.48 2002 "D" 46
"915" "3090" 2 4 "CR4" 3.25 10.57 2003 "D" 59
"916" "3090" 3 5 "CR4" 3.125 9.42 2004 "D" 71
"917" "3091" 1 3 "CR2" 4 8.32 2002 "C" 43
"918" "3091" 2 4 "CR2" 3.625 10.83 2003 "D" 59
"919" "3091" 3 6 "CR2" 3.875 10.86 2005 "A" 74
"920" "3091" 4 7 "CR2" 3.875 12.93 2006 "A" 86
"921" "3091" 5 8 "CR2" 4.083333 12.21 2007 "A" 98
"922" "3091" 6 9 "CR2" 4.25 14.39 2008 "C" 116
"923" "3091" 7 10 "CR2" 4.0625 12.58 2009 "D" 131
"924" "3091" 8 12 "CR2" 4 14.48 2011 "A" 147
"925" "3092" 1 4 "CR3" 3.125 6.95 2003 "B" 52
"926" "3092" 2 5 "CR3" 3.5 8.41 2004 "C" 66
"927" "3092" 3 6 "CR3" 3.125 7.79 2005 "C" 78
"928" "3094" 1 3 "CR4" 3.5 8.69 2002 "D" 47
"929" "3094" 2 5 "CR4" 3.375 11.15 2004 "B" 64
"930" "3094" 3 6 "CR4" 3.125 10.86 2005 "B" 76
"931" "3094" 4 7 "CR4" 3 7.74 2006 "B" 89
"932" "3095" 1 4 "CR4" 3.5 9.38 2003 "B" 51
"933" "3095" 2 5 "CR4" 3.5 10.75 2004 "B" 63
"934" "3096" 1 3 "CR3" 3 8.89 2002 "C" 44
"935" "3097" 1 3 "CR2" 3.5 10.1 2002 "B" 41
"936" "3097" 2 4 "CR2" 3.875 10.24 2003 "C" 54
"937" "3097" 3 5 "CR2" 3.9375 9.58 2004 "D" 71
"938" "3097" 4 7 "CR2" 3.125 5.73 2006 "A" 84
"939" "3098" 1 3 "CR3" 3.25 12 2002 "D" 45
"940" "3098" 2 4 "CR3" 3.75 9.74 2003 "D" 56
"941" "3099" 1 3 "CR3" 3.25 11.35 2002 "D" 45
"942" "3099" 2 4 "CR3" 3.5 10.2 2003 "D" 57
"943" "3099" 3 5 "CR3" 3.5 12.72 2004 "D" 71
"944" "3099" 4 6 "CR3" 3.625 11.04 2005 "D" 82
"945" "3099" 5 8 "CR3" 3.5 13.66 2007 "B" 101
"946" "3099" 6 9 "CR3" 3.375 11.89 2008 "C" 113
"947" "3099" 7 11 "CR3" 3.678571 11.83 2010 "A" 132
"948" "3101" 1 3 "CR4" 3 5.51 2002 "B" 40
"949" "3101" 2 4 "CR4" 3.375 6.83 2003 "C" 54
"950" "3101" 3 5 "CR4" 3.375 7.17 2004 "C" 67
"951" "3102" 1 3 "CR3" 3.5 7.88 2002 "D" 44
"952" "3108" 1 3 "CR3" 3.5 9.66 2002 "D" 43
"953" "3108" 2 4 "CR3" 3.5 9.25 2003 "D" 57
"954" "3108" 3 5 "CR3" 3.5 9.6 2004 "D" 69
"955" "3110" 1 3 "CR3" 3.5 9.42 2002 "D" 43
"956" "3110" 2 4 "CR3" 3.625 12.17 2004 "A" 57
"957" "3110" 3 5 "CR3" 3.583333 10.24 2005 "A" 69
"958" "3110" 4 6 "CR3" 3.75 11.76 2006 "A" 81
"959" "3111" 1 3 "CR3" 3.25 9.2 2003 "A" 46
"960" "3111" 2 4 "CR3" 3.375 9.46 2004 "A" 58
"961" "3111" 3 6 "CR3" 3.25 5.8 2005 "C" 77
"962" "3112" 1 3 "CR4" 3 7.07 2003 "A" 45
"963" "3112" 2 5 "CR4" 3.5 9.7 2004 "B" 60
"964" "3113" 1 3 "CR4" 3.5 10.69 2002 "D" 42
"965" "3113" 2 4 "CR4" 3.5 10.49 2003 "D" 54
"966" "3113" 3 5 "CR4" 3.5 10.64 2004 "D" 67
"967" "3114" 1 4 "CR4" 3.5 7.17 2003 "C" 52
"968" "3115" 1 3 "CR4" 3.5 6.86 2002 "D" 43
"969" "3115" 2 5 "CR4" 3.625 11.17 2004 "B" 60
"970" "3115" 3 6 "CR4" 3.333333 9.57 2005 "B" 72
"971" "3116" 1 4 "CR3" 3.5 7.65 2003 "C" 52
"972" "3118" 1 3 "CR3" 3.75 7.5 2002 "D" 43
"973" "3118" 2 5 "CR3" 3.625 9.08 2004 "B" 60
"974" "3118" 3 6 "CR3" 3.5 8.8 2005 "C" 74
"975" "3118" 4 7 "CR3" 3.5 8.93 2006 "D" 90
"976" "3120" 1 3 "CR3" 2.75 9.95 2002 "D" 43
"977" "3120" 2 4 "CR3" 3.375 10.45 2004 "A" 56
"978" "3120" 3 5 "CR3" 3.3125 9.59 2005 "A" 69
"979" "3120" 4 6 "CR3" 3.416667 7.26 2006 "B" 83
"980" "3120" 5 8 "CR3" 3.583333 7.63 2007 "C" 98
"981" "3120" 6 9 "CR3" 3.125 8.67 2008 "C" 110
"982" "3121" 1 3 "CR3" 3.25 5.06 2002 "C" 38
"983" "3121" 2 4 "CR3" 3.25 6.14 2003 "B" 49
"984" "3122" 1 3 "CR3" 3.75 8.58 2002 "D" 41
"985" "3122" 2 4 "CR3" 3.625 11.15 2004 "A" 56
"986" "3122" 3 5 "CR3" 3.5 10.85 2005 "A" 68
"987" "3122" 4 6 "CR3" 3.625 10.76 2006 "A" 80
"988" "3123" 1 3 "CR3" 2.5 6.49 2003 "A" 44
"989" "3124" 1 3 "CR2" 3.25 9 2003 "A" 46
"990" "3124" 2 5 "CR2" 3.5 9.92 2004 "C" 62
"991" "3124" 3 6 "CR2" 3.333333 8.41 2005 "B" 73
"992" "3124" 4 7 "CR2" 3.5 8.33 2007 "A" 91
"993" "3124" 5 8 "CR2" 3.375 6.35 2008 "A" 103
"994" "3125" 1 3 "CR2" 3 12.21 2002 "D" 43
"995" "3125" 2 4 "CR2" 3.375 11.84 2003 "D" 54
"996" "3125" 3 5 "CR2" 3.25 12.06 2004 "D" 65
"997" "3125" 4 6 "CR2" 3.5 11.91 2005 "D" 79
"998" "3125" 5 7 "CR2" 3.5 13.1 2007 "A" 93
"999" "3125" 6 8 "CR2" 3.5 11.35 2008 "A" 104
"1000" "3125" 7 9 "CR2" 3.375 13.34 2009 "A" 118
"1001" "3125" 8 10 "CR2" 3.25 6.65 2010 "A" 130
"1002" "3126" 1 3 "CR2" 3.375 7.01 2003 "B" 47
"1003" "3126" 2 5 "CR2" 3.25 9.09 2004 "B" 61
"1004" "3126" 3 6 "CR2" 3.25 9.15 2005 "C" 75
"1005" "3126" 4 7 "CR2" 3.333333 8.33 2006 "D" 88
"1006" "3126" 5 8 "CR2" 3.5 9.24 2007 "D" 102
"1007" "3126" 6 10 "CR2" 3.333333 10.12 2009 "C" 121
"1008" "3126" 7 11 "CR2" 3.3125 6.75 2011 "A" 142
"1009" "3127" 1 2 "CR3" 3.25 6.6 2002 "A" 33
"1010" "3127" 2 4 "CR3" 3.25 7.64 2003 "B" 48
"1011" "3127" 3 5 "CR3" 3.375 8.02 2004 "C" 62
"1012" "3127" 4 6 "CR3" 3.083333 7.58 2005 "C" 74
"1013" "3127" 5 7 "CR3" 3.166667 8.92 2006 "C" 88
"1014" "3128" 1 4 "CR2" 3.75 11.2 2003 "D" 53
"1015" "3129" 1 3 "CR2" 3.25 8.08 2002 "D" 43
"1016" "3129" 2 4 "CR2" 3.25 7.87 2003 "D" 55
"1017" "3129" 3 5 "CR2" 3.333333 8.86 2005 "A" 68
"1018" "3129" 4 6 "CR2" 3.25 6.88 2005 "D" 78
"1019" "3130" 1 3 "CR2" 2.75 8.51 2002 "D" 42
"1020" "3130" 2 4 "CR2" 3.25 10.13 2004 "A" 56
"1021" "3130" 3 5 "CR2" 3 9.69 2005 "A" 69
"1022" "3130" 4 6 "CR2" 3.166667 9.05 2006 "B" 82
"1023" "3131" 1 3 "CR2" 3.25 7.98 2002 "D" 40
"1024" "3131" 2 4 "CR2" 3.375 7.85 2003 "D" 52
"1025" "3132" 1 3 "CR2" 3 8.15 2002 "D" 42
"1026" "3132" 2 4 "CR2" 3.125 9.82 2004 "A" 55
"1027" "3132" 3 5 "CR2" 2 5.58 2005 "A" 67
"1028" "3133" 2 3 "CR2" 3.125 8.99 2003 "B" 47
"1029" "3133" 3 4 "CR2" 3 8.85 2004 "B" 58
"1030" "3133" 4 5 "CR2" 2.875 8.25 2005 "A" 69
"1031" "3133" 5 6 "CR2" 3 8.85 2006 "B" 83
"1032" "3133" 6 7 "CR2" 2.916667 7.81 2007 "B" 95
"1033" "3133" 7 9 "CR2" 3 8.48 2008 "C" 109
"1034" "3133" 8 10 "CR2" 2.625 6.83 2010 "A" 128
"1035" "3134" 1 3 "CR2" 3.5 12.62 2002 "D" 42
"1036" "3134" 2 4 "CR2" 3.375 10.78 2003 "D" 53
"1037" "3134" 3 5 "CR2" 3.5 12.47 2005 "A" 66
"1038" "3134" 4 6 "CR2" 3.375 12.66 2006 "A" 80
"1039" "3134" 5 7 "CR2" 3.25 12.18 2007 "A" 93
"1040" "3134" 6 8 "CR2" 3.5 8.93 2008 "A" 103
"1041" "3134" 7 9 "CR2" 3.5 11.36 2008 "D" 114
"1042" "3135" 1 2 "CR2" 3 9.59 2002 "B" 35
"1043" "3135" 2 4 "CR2" 3 11.57 2003 "C" 48
"1044" "3135" 3 5 "CR2" 3 12.57 2004 "C" 60
"1045" "3135" 4 6 "CR2" 2.833333 11.12 2005 "C" 73
"1046" "3135" 5 7 "CR2" 2.75 9.77 2006 "C" 85
"1047" "3135" 6 8 "CR2" 3.125 8.89 2008 "A" 103
"1048" "3135" 7 10 "CR2" 3.0625 9.57 2009 "D" 123
"1049" "3135" 8 11 "CR2" 2.583333 8.2 2011 "B" 143
"1050" "3136" 1 2 "CR2" 3 12.92 2002 "B" 33
"1051" "3136" 2 3 "CR2" 3 14.11 2003 "B" 45
"1052" "3136" 3 4 "CR2" 3 15.2 2004 "B" 57
"1053" "3136" 4 5 "CR2" 2.75 12.68 2005 "B" 69
"1054" "3136" 5 6 "CR2" 3 10.84 2006 "B" 81
"1055" "3138" 2 3 "CR4" 3.75 8.84 2003 "A" 42
"1056" "3138" 3 5 "CR4" 3.625 11.41 2004 "C" 61
"1057" "3138" 4 6 "CR4" 3 8.4 2005 "C" 73
"1058" "3139" 1 3 "CR2" 3.25 7.4 2002 "D" 40
"1059" "3139" 2 4 "CR2" 3.375 8.92 2004 "A" 54
"1060" "3139" 3 5 "CR2" 3.333333 10.44 2005 "B" 70
"1061" "3139" 4 6 "CR2" 3.25 10.05 2006 "B" 81
"1062" "3139" 5 7 "CR2" 2.583333 9.84 2007 "B" 92
"1063" "3140" 2 3 "CR4" 3.25 10.74 2003 "B" 44
"1064" "3140" 3 4 "CR4" 3.375 9.42 2004 "B" 56
"1065" "3141" 1 4 "CR2" 3.375 7.12 2003 "D" 50
"1066" "3142" 1 2 "CR4" 2.75 7.05 2002 "B" 34
"1067" "3142" 2 4 "CR4" 3 7.66 2003 "C" 48
"1068" "3143" 1 4 "CR2" 3.25 9.27 2003 "C" 48
"1069" "3143" 2 5 "CR2" 3.1875 10 2004 "C" 61
"1070" "3143" 3 6 "CR2" 3 11.4 2006 "A" 79
"1071" "3143" 4 7 "CR2" 2.916667 10.99 2007 "B" 93
"1072" "3143" 5 8 "CR2" 3.166667 7.54 2008 "C" 107
"1073" "3143" 6 10 "CR2" 3.1 8.86 2010 "B" 129
"1074" "3143" 7 12 "CR2" 3.25 5.71 2012 "A" 148
"1075" "3144" 1 3 "CR2" 3.25 9.29 2002 "D" 39
"1076" "3144" 2 4 "CR2" 3.5 9.62 2004 "A" 54
"1077" "3144" 3 5 "CR2" 3.083333 8.44 2005 "B" 69
"1078" "3144" 4 7 "CR2" 3 11.08 2007 "A" 89
"1079" "3145" 1 3 "CR4" 3.375 8.89 2003 "C" 47
"1080" "3145" 2 5 "CR4" 3.75 10.3 2004 "D" 61
"1081" "3145" 3 7 "CR4" 3.583333 11.3 2006 "D" 84
"1082" "3145" 4 8 "CR4" 3.75 11.45 2007 "D" 97
"1083" "3145" 5 9 "CR4" 4.166667 9.52 2008 "D" 109
"1084" "3146" 1 4 "CR3" 3.25 8.55 2003 "D" 50
"1085" "3146" 2 5 "CR3" 3.25 9.69 2004 "D" 62
"1086" "3146" 3 6 "CR3" 3 8.74 2005 "D" 74
"1087" "3146" 4 7 "CR3" 3.25 7.81 2006 "D" 86
"1088" "3146" 5 8 "CR3" 3.166667 9.79 2007 "D" 97
"1089" "3146" 6 9 "CR3" 3.25 9.91 2009 "A" 113
"1090" "3147" 1 3 "CR4" 3.5 7.74 2003 "C" 47
"1091" "3147" 2 4 "CR4" 3.375 10.42 2004 "C" 59
"1092" "3148" 1 2 "CR4" 3.25 8.39 2002 "B" 32
"1093" "3148" 2 3 "CR4" 3.5 9.33 2003 "C" 45
"1094" "3148" 3 4 "CR4" 3.5 10.59 2004 "C" 59
"1095" "3148" 4 5 "CR4" 3.416667 9.5 2005 "C" 71
"1096" "3148" 5 7 "CR4" 3.25 12.51 2006 "D" 86
"1097" "3149" 1 4 "CR3" 3.25 7.71 2003 "D" 49
"1098" "3149" 2 5 "CR3" 3.083333 9.49 2004 "D" 62
"1099" "3150" 1 3 "CR4" 3.25 9.13 2003 "C" 46
"1100" "3150" 2 4 "CR4" 3.583333 9.95 2004 "B" 56
"1101" "3150" 3 6 "CR4" 3.625 9.63 2005 "D" 74
"1102" "3151" 1 4 "CR4" 3.5 8.88 2003 "D" 49
"1103" "3152" 1 3 "CR4" 3.375 5.28 2003 "C" 45
"1104" "3152" 2 4 "CR4" 3.625 8.38 2004 "B" 56
"1105" "3152" 3 5 "CR4" 3.666667 8 2005 "C" 70
"1106" "3152" 4 6 "CR4" 3.583333 8.36 2006 "C" 81
"1107" "3152" 5 7 "CR4" 3.5 8.2 2007 "C" 93
"1108" "3152" 6 8 "CR4" 3.625 8.29 2008 "C" 106
"1109" "3152" 7 9 "CR4" 3.75 8.23 2009 "C" 117
"1110" "3152" 8 10 "CR4" 3.583333 7.62 2010 "C" 130
"1111" "3152" 9 12 "CR4" 3.71875 9.03 2011 "D" 144
"1112" "3153" 1 2 "CR4" 3.25 8.05 2002 "B" 32
"1113" "3153" 2 3 "CR4" 3.375 8.11 2003 "B" 43
"1114" "3154" 1 3 "CR4" 3.375 9.06 2003 "C" 47
"1115" "3154" 2 5 "CR4" 3.375 9.63 2004 "D" 60
"1116" "3154" 3 6 "CR4" 3.625 10.3 2005 "D" 73
"1117" "3154" 4 7 "CR4" 3.416667 9.84 2006 "D" 84
"1118" "3155" 1 4 "CR4" 3.375 8.73 2003 "D" 49
"1119" "3155" 2 5 "CR4" 3.416667 10.52 2004 "D" 62
"1120" "3155" 3 6 "CR4" 3.25 8.68 2005 "D" 73
"1121" "3156" 1 4 "CR4" 3.375 11.68 2004 "B" 56
"1122" "3156" 2 5 "CR4" 2.875 10 2005 "B" 67
"1123" "3156" 3 7 "CR4" 2.8125 10.33 2006 "D" 84
"1124" "3156" 4 8 "CR4" 3.125 8.08 2008 "A" 100
"1125" "3156" 5 10 "CR4" 2.9375 7.64 2010 "B" 126
"1126" "3157" 1 4 "CR4" 3.625 8.51 2003 "D" 48
"1127" "3157" 2 5 "CR4" 3.333333 10.56 2004 "D" 60
"1128" "3157" 3 6 "CR4" 3.375 9.72 2005 "D" 72
"1129" "3157" 4 7 "CR4" 3.25 9.85 2006 "D" 84
"1130" "3157" 5 8 "CR4" 3.375 10.37 2008 "B" 103
"1131" "3157" 6 9 "CR4" 2.916667 10.33 2009 "C" 117
"1132" "3159" 1 4 "CR4" 3.125 9.44 2003 "D" 48
"1133" "3159" 2 5 "CR4" 2.833333 7.74 2004 "D" 60
"1134" "3160" 1 3 "CR3" 3.375 9.28 2003 "C" 44
"1135" "3160" 2 4 "CR3" 3.625 9.26 2004 "C" 56
"1136" "3160" 3 5 "CR3" 3.583333 12.04 2005 "C" 68
"1137" "3160" 4 6 "CR3" 3.583333 9.91 2006 "C" 80
"1138" "3160" 5 7 "CR3" 3.833333 8.85 2007 "C" 92
"1139" "3160" 6 9 "CR3" 4.166667 12.59 2009 "A" 110
"1140" "3162" 1 4 "CR4" 3.25 8.31 2004 "B" 55
"1141" "3162" 2 5 "CR4" 3 9.31 2005 "B" 66
"1142" "3163" 1 4 "CR3" 3.125 8.13 2003 "D" 48
"1143" "3163" 2 5 "CR3" 3.125 7.85 2004 "D" 60
"1144" "3163" 3 6 "CR3" 2.75 7.65 2006 "A" 74
"1145" "3164" 1 4 "CR3" 3.625 8.55 2003 "D" 49
"1146" "3165" 1 3 "CR4" 3.5 8.47 2003 "C" 45
"1147" "3165" 2 5 "CR4" 3 9.89 2005 "B" 64
"1148" "3165" 3 6 "CR4" 3.25 10.81 2006 "C" 81
"1149" "3165" 4 8 "CR4" 3.25 9.61 2007 "D" 97
"1150" "3165" 5 9 "CR4" 3.416667 12.21 2009 "B" 114
"1151" "3165" 6 10 "CR4" 3.291667 8.01 2010 "C" 128
"1152" "3165" 7 12 "CR4" 3 8.14 2012 "A" 145
"1153" "3167" 1 3 "CR4" 3.25 9.42 2003 "C" 44
"1154" "3167" 2 4 "CR4" 3.666667 10.13 2004 "D" 58
"1155" "3167" 3 6 "CR4" 3.25 12.29 2005 "D" 72
"1156" "3167" 4 6 "CR4" 3 10.79 2006 "D" 83
"1157" "3167" 5 8 "CR4" 3.25 9.58 2008 "A" 97
"1158" "3167" 6 9 "CR4" 3.375 11.49 2008 "D" 108
"1159" "3167" 7 10 "CR4" 3.375 10.38 2010 "B" 124
"1160" "3167" 8 11 "CR4" 3.125 8.32 2011 "B" 139
"1161" "3168" 1 3 "CR4" 2.25 6.65 2003 "D" 46
"1162" "3169" 1 3 "CR4" 3.25 8.56 2003 "C" 43
"1163" "3169" 2 4 "CR4" 3.375 8.62 2004 "C" 55
"1164" "3169" 3 5 "CR4" 3.5 9.3 2005 "B" 66
"1165" "3169" 4 6 "CR4" 3.333333 9.07 2006 "B" 78
"1166" "3170" 1 3 "CR4" 3.25 8.81 2003 "C" 43
"1167" "3170" 2 4 "CR4" 3.333333 10.68 2004 "D" 59
"1168" "3171" 1 3 "CR3" 3.5 9.18 2003 "C" 44
"1169" "3171" 2 5 "CR3" 3.25 10.54 2005 "A" 61
"1170" "3171" 3 6 "CR3" 3.416667 9.79 2006 "A" 73
"1171" "3171" 4 7 "CR3" 3.25 10.92 2007 "C" 91
"1172" "3173" 1 3 "CR3" 3.375 12.62 2003 "D" 47
"1173" "3173" 2 5 "CR3" 3.166667 13.98 2005 "A" 60
"1174" "3173" 3 5 "CR3" 3.375 13.59 2005 "D" 71
"1175" "3173" 4 6 "CR3" 3.416667 12.16 2006 "D" 82
"1176" "3173" 5 7 "CR3" 3.083333 10.77 2007 "D" 94
"1177" "3173" 6 8 "CR3" 3.583333 11.7 2008 "D" 107
"1178" "3173" 7 10 "CR3" 3.583333 11.95 2010 "D" 129
"1179" "3173" 8 12 "CR3" 3.05 11.13 2012 "A" 144
"1180" "3174" 1 3 "CR4" 3.375 8.1 2003 "C" 43
"1181" "3174" 2 4 "CR4" 3.375 9.3 2004 "D" 58
"1182" "3174" 3 5 "CR4" 3.375 8.67 2005 "D" 69
"1183" "3174" 4 7 "CR4" 3.583333 10.69 2007 "A" 84
"1184" "3174" 5 7 "CR4" 2.875 7.75 2007 "D" 95
"1185" "3177" 1 3 "CR4" 3.375 8.19 2003 "C" 42
